Tue Oct 04 11:50:04 2016

Number of Points = 2705
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-2.889960	-0.177132	0.180173	0.001726	0.468727
-2.957986	-0.169613	0.185178	0.001740	0.468659
-3.167335	-0.158788	0.190182	0.001784	0.468412
-3.289193	-0.133943	0.195187	0.001810	0.468329
-3.401210	-0.086693	0.200192	0.001834	0.468333
-3.555583	-0.113451	0.205197	0.001866	0.468036
-3.393632	-0.182565	0.210202	0.001832	0.468027
-3.734543	-0.102214	0.215206	0.001904	0.467831
-3.713046	-0.147374	0.220211	0.001899	0.467711
-3.689918	-0.197422	0.225216	0.001894	0.467577
-3.984713	-0.124346	0.230221	0.001956	0.467419
-4.125172	-0.071449	0.235226	0.001986	0.467403
-4.252423	-0.117683	0.240230	0.002013	0.467078
-4.174280	-0.149975	0.245235	0.001996	0.467077
-4.370543	-0.124547	0.250240	0.002038	0.466895
-4.455004	-0.129959	0.255245	0.002055	0.466763
-4.466703	-0.174207	0.260250	0.002058	0.466600
-4.642143	-0.151335	0.265254	0.002095	0.466438
-4.668937	-0.151796	0.270259	0.002101	0.466400
-4.833552	-0.162213	0.275264	0.002135	0.466142
-4.817585	-0.195541	0.280269	0.002132	0.466053
-5.207281	-0.108182	0.285274	0.002214	0.465813
-5.331277	-0.056263	0.290278	0.002240	0.465816
-5.196359	-0.138758	0.295283	0.002212	0.465726
-5.378645	-0.130025	0.300288	0.002250	0.465507
-5.359786	-0.146849	0.305293	0.002246	0.465477
-5.606042	-0.130472	0.310298	0.002298	0.465196
-5.508744	-0.181882	0.315302	0.002277	0.465158
-5.819234	-0.134336	0.320307	0.002343	0.464893
-5.866866	-0.115450	0.325312	0.002353	0.464890
-5.774360	-0.227361	0.330317	0.002333	0.464645
-5.915055	-0.199957	0.335322	0.002363	0.464544
-6.259517	-0.149303	0.340326	0.002435	0.464243
-6.320860	-0.123866	0.345331	0.002448	0.464243
-6.344500	-0.155385	0.350336	0.002453	0.464106
-6.605581	-0.104121	0.355341	0.002508	0.463920
-6.406685	-0.184918	0.360346	0.002466	0.463923
-6.623487	-0.186634	0.365350	0.002512	0.463622
-6.587224	-0.225220	0.370355	0.002504	0.463543
-7.100556	-0.089656	0.375360	0.002612	0.463292
-6.959122	-0.147880	0.380365	0.002583	0.463292
-6.973627	-0.182597	0.385370	0.002586	0.463156
-7.261931	-0.114709	0.390374	0.002646	0.462988
-7.312468	-0.094005	0.395379	0.002657	0.462988
-7.549877	-0.067022	0.400384	0.002707	0.462753
-7.383269	-0.160228	0.405389	0.002672	0.462670
-7.489134	-0.152682	0.410394	0.002694	0.462550
-7.743499	-0.088799	0.415398	0.002748	0.462415
-7.697935	-0.108058	0.420403	0.002738	0.462413
-7.894525	-0.122855	0.425408	0.002780	0.462094
-7.824816	-0.156877	0.430413	0.002765	0.462076
-8.139065	-0.118680	0.435418	0.002831	0.461773
-8.104216	-0.136985	0.440422	0.002824	0.461759
-8.257356	-0.146022	0.445427	0.002856	0.461519
-8.362635	-0.126815	0.450432	0.002878	0.461439
-8.425921	-0.130404	0.455437	0.002891	0.461340
-8.622344	-0.110758	0.460442	0.002933	0.461136
-8.596598	-0.158985	0.465446	0.002927	0.461010
-8.769615	-0.148548	0.470451	0.002964	0.460807
-8.839272	-0.120722	0.475456	0.002978	0.460804
-9.019278	-0.136271	0.480461	0.003016	0.460504
-8.900079	-0.188696	0.485466	0.002991	0.460493
-9.149357	-0.178030	0.490470	0.003044	0.460186
-9.221007	-0.148148	0.495475	0.003059	0.460187
-9.547870	-0.096378	0.500480	0.003128	0.459910
-9.503586	-0.122060	0.505485	0.003118	0.459885
-9.487897	-0.139707	0.510490	0.003115	0.459848
-9.783546	-0.107321	0.515494	0.003177	0.459549
-9.685870	-0.148057	0.520499	0.003157	0.459547
-9.895856	-0.137133	0.525504	0.003201	0.459294
-9.897278	-0.154339	0.530509	0.003201	0.459234
-10.251384	-0.083404	0.535514	0.003276	0.458984
-10.136369	-0.150821	0.540518	0.003252	0.458916
-10.230682	-0.112732	0.545523	0.003271	0.458914
-10.443475	-0.112428	0.550528	0.003316	0.458621
-10.426792	-0.119839	0.555533	0.003313	0.458619
-10.682904	-0.084957	0.560538	0.003367	0.458382
-10.649939	-0.124193	0.565542	0.003360	0.458296
-10.664654	-0.157558	0.570547	0.003363	0.458163
-10.850949	-0.132658	0.575552	0.003402	0.457989
-10.836736	-0.192777	0.580557	0.003399	0.457806
-11.022682	-0.154086	0.585562	0.003438	0.457679
-11.153015	-0.134865	0.590566	0.003466	0.457564
-11.391050	-0.085741	0.595571	0.003516	0.457400
-11.305676	-0.137078	0.600576	0.003498	0.457345
-11.608220	-0.094861	0.605581	0.003561	0.457068
-11.410900	-0.176202	0.610586	0.003520	0.457067
-11.610294	-0.189084	0.615590	0.003562	0.456747
-11.753259	-0.130515	0.620595	0.003592	0.456746
-12.129722	-0.068297	0.625600	0.003671	0.456434
-11.996899	-0.126143	0.630605	0.003643	0.456423
-11.946520	-0.166843	0.635610	0.003633	0.456355
-12.297467	-0.089961	0.640614	0.003706	0.456128
-12.213203	-0.124780	0.645619	0.003689	0.456127
-12.345185	-0.158586	0.650624	0.003717	0.455829
-12.360541	-0.162523	0.655629	0.003720	0.455795
-12.663351	-0.127847	0.660634	0.003783	0.455491
-12.595235	-0.157149	0.665638	0.003769	0.455486
-12.815338	-0.134809	0.670643	0.003815	0.455256
-12.846670	-0.146816	0.675648	0.003822	0.455172
-13.050899	-0.112602	0.680653	0.003865	0.455003
-13.220170	-0.082910	0.685658	0.003901	0.454868
-13.067821	-0.159962	0.690662	0.003869	0.454819
-13.378275	-0.116632	0.695667	0.003934	0.454533
-13.445052	-0.088295	0.700672	0.003948	0.454536
-13.346684	-0.156353	0.705677	0.003927	0.454442
-13.658217	-0.093640	0.710682	0.003993	0.454221
-13.647949	-0.149331	0.715686	0.003991	0.454046
-13.809223	-0.126816	0.720691	0.004025	0.453897
-13.769008	-0.158737	0.725696	0.004016	0.453845
-14.024398	-0.126987	0.730701	0.004070	0.453596
-13.957464	-0.166743	0.735706	0.004056	0.453554
-14.298915	-0.109795	0.740710	0.004128	0.453271
-14.281036	-0.117130	0.745715	0.004124	0.453271
-14.311446	-0.175531	0.750720	0.004130	0.453030
-14.351186	-0.178673	0.755725	0.004139	0.452963
-14.713030	-0.122173	0.760730	0.004215	0.452649
-14.637021	-0.153268	0.765734	0.004199	0.452650
-14.749098	-0.150889	0.770739	0.004223	0.452501
-14.903141	-0.115148	0.775744	0.004255	0.452407
-15.071919	-0.109938	0.780749	0.004291	0.452188
-15.095119	-0.134834	0.785754	0.004295	0.452071
-14.998712	-0.200574	0.790758	0.004275	0.451982
-15.458227	-0.078589	0.795763	0.004372	0.451754
-15.415816	-0.094701	0.800768	0.004363	0.451758
-15.717719	-0.043826	0.805773	0.004426	0.451508
-15.524402	-0.145745	0.810778	0.004386	0.451431
-15.698034	-0.073972	0.815782	0.004422	0.451433
-15.910940	-0.070464	0.820787	0.004467	0.451146
-15.918072	-0.070970	0.825792	0.004469	0.451134
-15.906518	-0.123081	0.830797	0.004466	0.450972
-16.145711	-0.075263	0.835802	0.004517	0.450799
-16.168906	-0.105519	0.840806	0.004521	0.450663
-16.394717	-0.062548	0.845811	0.004569	0.450493
-16.452641	-0.040034	0.850816	0.004581	0.450488
-16.381120	-0.112022	0.855821	0.004566	0.450342
-16.626040	-0.060730	0.860826	0.004618	0.450173
-16.751130	-0.057111	0.865830	0.004644	0.450009
-16.773020	-0.088323	0.870835	0.004649	0.449872
-16.864169	-0.086222	0.875840	0.004668	0.449750
-16.986637	-0.096746	0.880845	0.004694	0.449542
-16.994884	-0.122679	0.885850	0.004695	0.449441
-17.309216	-0.055021	0.890854	0.004761	0.449230
-17.324181	-0.050588	0.895859	0.004765	0.449224
-17.426493	-0.076722	0.900864	0.004786	0.448990
-17.582884	-0.037387	0.905869	0.004819	0.448904
-17.494520	-0.102798	0.910874	0.004801	0.448804
-17.760282	-0.050855	0.915878	0.004856	0.448607
-17.796005	-0.053150	0.920883	0.004864	0.448549
-17.975112	-0.057245	0.925888	0.004902	0.448282
-17.922702	-0.079031	0.930893	0.004891	0.448281
-18.127110	-0.074088	0.935898	0.004934	0.448009
-18.071574	-0.106810	0.940902	0.004922	0.447974
-18.379723	-0.061888	0.945907	0.004987	0.447693
-18.440161	-0.049368	0.950912	0.005000	0.447651
-18.433226	-0.077496	0.955917	0.004998	0.447563
-18.650515	-0.045922	0.960922	0.005044	0.447364
-18.757752	-0.058359	0.965926	0.005066	0.447170
-18.845278	-0.061797	0.970931	0.005085	0.447034
-18.808410	-0.078769	0.975936	0.005077	0.447027
-19.082076	-0.056719	0.980941	0.005135	0.446715
-18.993575	-0.094072	0.985946	0.005116	0.446712
-19.345257	-0.031195	0.990950	0.005190	0.446430
-19.164296	-0.116443	0.995955	0.005152	0.446392
-19.337693	-0.097129	1.000960	0.005189	0.446213

-19.419681	-0.046456	1.010957	0.005206	0.446271
-19.276394	-0.069502	1.020954	0.005176	0.446395
-19.171672	-0.056259	1.030950	0.005154	0.446589
-19.067206	-0.035479	1.040947	0.005132	0.446809
-18.728608	-0.086660	1.050944	0.005061	0.447112
-18.509250	-0.100865	1.060941	0.005014	0.447374
-18.456921	-0.061836	1.070938	0.005003	0.447582
-18.160141	-0.097584	1.080934	0.004941	0.447879
-17.979892	-0.115814	1.090931	0.004903	0.448071
-17.827219	-0.102245	1.100928	0.004871	0.448333
-17.552724	-0.133986	1.110925	0.004813	0.448611
-17.377513	-0.142225	1.120922	0.004776	0.448830
-17.227723	-0.116401	1.130918	0.004745	0.449130
-17.000579	-0.133857	1.140915	0.004697	0.449390
-16.737737	-0.147016	1.150912	0.004642	0.449716
-16.565143	-0.172643	1.160909	0.004606	0.449871
-16.515084	-0.106419	1.170906	0.004595	0.450168
-16.317913	-0.076689	1.180902	0.004554	0.450547
-16.096466	-0.058669	1.190899	0.004507	0.450919
-15.781585	-0.107091	1.200896	0.004441	0.451196
-15.568072	-0.124918	1.210893	0.004396	0.451435
-15.448377	-0.080145	1.220890	0.004371	0.451755
-15.201242	-0.089632	1.230886	0.004319	0.452069
-14.867036	-0.144374	1.240883	0.004249	0.452351
-14.810903	-0.119501	1.250880	0.004237	0.452514
-14.552029	-0.151376	1.260877	0.004182	0.452767
-14.520213	-0.093169	1.270874	0.004176	0.453010
-14.186005	-0.115961	1.280870	0.004105	0.453399
-14.013177	-0.094804	1.290867	0.004069	0.453712
-13.878867	-0.070220	1.300864	0.004041	0.453983
-13.492246	-0.160823	1.310861	0.003959	0.454215
-13.379807	-0.121194	1.320858	0.003936	0.454506
-13.126115	-0.149857	1.330854	0.003882	0.454762
-12.974293	-0.145499	1.340851	0.003851	0.454988
-12.847723	-0.116895	1.350848	0.003824	0.455261
-12.624624	-0.101933	1.360845	0.003777	0.455621
-12.341665	-0.137903	1.370842	0.003718	0.455893
-12.253496	-0.090421	1.380838	0.003699	0.456176
-12.016143	-0.107355	1.390835	0.003649	0.456448
-11.840071	-0.069337	1.400832	0.003612	0.456820
-11.627804	-0.066196	1.410829	0.003567	0.457125
-11.371145	-0.088249	1.420826	0.003513	0.457406
-11.153266	-0.098713	1.430822	0.003468	0.457672
-10.965110	-0.092982	1.440819	0.003428	0.457951
-10.752864	-0.106983	1.450816	0.003383	0.458197
-10.542191	-0.114068	1.460813	0.003339	0.458465
-10.408775	-0.093492	1.470810	0.003311	0.458718
-10.194200	-0.091255	1.480806	0.003266	0.459021
-9.986490	-0.096885	1.490803	0.003222	0.459289
-9.814194	-0.078491	1.500800	0.003186	0.459588
-9.484747	-0.127672	1.510797	0.003117	0.459876
-9.334111	-0.110786	1.520794	0.003085	0.460140
-9.074723	-0.139482	1.530790	0.003031	0.460401
-9.063656	-0.076548	1.540787	0.003028	0.460627
-8.683297	-0.156380	1.550784	0.002948	0.460882
-8.721624	-0.039620	1.560781	0.002956	0.461220
-8.334432	-0.126441	1.570778	0.002875	0.461461
-8.151580	-0.111805	1.580774	0.002836	0.461760
-7.901831	-0.119709	1.590771	0.002784	0.462076
-7.824056	-0.075343	1.600768	0.002768	0.462331
-7.515151	-0.111854	1.610765	0.002703	0.462632
-7.381267	-0.110431	1.620762	0.002674	0.462820
-7.099607	-0.121796	1.630758	0.002615	0.463167
-7.038760	-0.068824	1.640755	0.002602	0.463426
-6.718651	-0.137723	1.650752	0.002535	0.463634
-6.555806	-0.117131	1.660749	0.002501	0.463925
-6.352740	-0.108995	1.670746	0.002458	0.464229
-6.215359	-0.080467	1.680742	0.002429	0.464510
-5.974199	-0.074087	1.690739	0.002379	0.464860
-5.793772	-0.061947	1.700736	0.002341	0.465146
-5.466959	-0.108854	1.710733	0.002272	0.465435
-5.312974	-0.103536	1.720730	0.002240	0.465662
-5.135073	-0.102800	1.730726	0.002202	0.465906
-4.909565	-0.121240	1.740723	0.002155	0.466151
-4.728589	-0.115031	1.750720	0.002117	0.466417
-4.511140	-0.115689	1.760717	0.002071	0.466710
-4.350176	-0.114421	1.770714	0.002037	0.466932
-4.173667	-0.085745	1.780710	0.002000	0.467266
-3.939733	-0.103574	1.790707	0.001951	0.467524
-3.673237	-0.156841	1.800704	0.001895	0.467709
-3.637139	-0.074087	1.810701	0.001887	0.468030
-3.277357	-0.129948	1.820698	0.001811	0.468333
-3.016788	-0.158429	1.830694	0.001757	0.468591
-2.953368	-0.130935	1.840691	0.001743	0.468767
-2.739107	-0.145860	1.850688	0.001698	0.469007
-2.595759	-0.098025	1.860685	0.001668	0.469358
-2.316517	-0.139098	1.870682	0.001609	0.469599
-2.152180	-0.098664	1.880678	0.001575	0.469953
-1.990699	-0.073537	1.890675	0.001541	0.470253
-1.718066	-0.095002	1.900672	0.001484	0.470549
-1.434695	-0.130108	1.910669	0.001424	0.470815
-1.426166	-0.067507	1.920666	0.001422	0.471031
-1.267709	-0.020965	1.930662	0.001389	0.471396
-1.198717	0.096235	1.940659	0.001374	0.471872
-1.092185	0.215158	1.950656	0.001352	0.472402
-0.873965	0.279346	1.960653	0.001306	0.472904
-0.789203	0.429155	1.970650	0.001288	0.473505
-0.717725	0.619139	1.980646	0.001273	0.474218
-0.651314	0.845729	1.990643	0.001259	0.475042
-0.576774	1.104395	2.000640	0.001243	0.475979
-0.463307	1.370621	2.010637	0.001220	0.476991
-0.335095	1.653070	2.020634	0.001193	0.478072
-0.242705	1.971054	2.030630	0.001173	0.479218
-0.173828	2.337496	2.040627	0.001159	0.480486
0.000000	3.338626	2.050624	0.001122	0.483913

0.748800	7.065759	2.055629	0.000963	0.496594
1.450706	12.608729	2.060634	0.000815	0.514370
2.415617	19.622302	2.065638	0.000610	0.536108
3.367885	27.128708	2.070643	0.000408	0.558344
4.252810	34.752854	2.075648	0.000221	0.579966
4.995730	42.410251	2.080653	0.000063	0.600746
5.620478	50.053966	2.085658	-0.000070	0.620676
6.320483	57.628363	2.090662	-0.000219	0.639893
6.916660	65.221477	2.095667	-0.000346	0.658492
7.638392	72.753451	2.100672	-0.000499	0.676558
8.185447	80.323130	2.105677	-0.000616	0.694078
8.663011	87.861391	2.110682	-0.000718	0.711037
9.250656	95.377986	2.115686	-0.000843	0.727650
9.926097	102.871928	2.120691	-0.000986	0.743918
10.420013	110.400725	2.125696	-0.001092	0.759758
10.919771	117.902728	2.130701	-0.001198	0.775226
11.525300	125.373195	2.135706	-0.001327	0.790414
11.983797	132.911674	2.140710	-0.001425	0.805330
12.418439	140.377454	2.145715	-0.001518	0.819819
12.984547	147.854729	2.150720	-0.001639	0.834177
13.467528	155.332349	2.155725	-0.001742	0.848231
13.874938	162.814156	2.160730	-0.001829	0.862007
78.142446	159.129987	2.165734	-0.015350	0.901185
91.691456	176.644971	2.170739	-0.018204	0.939638
92.018859	185.358158	2.175744	-0.018275	0.954003
92.167346	192.909455	2.180749	-0.018308	0.966193
92.281734	200.367963	2.185754	-0.018333	0.978063
92.462488	207.816965	2.190758	-0.018373	0.989818
92.706780	215.252398	2.195763	-0.018426	1.001453
92.814182	222.707109	2.200768	-0.018450	1.012899
93.025646	230.141409	2.205773	-0.018496	1.024250
93.269242	237.578212	2.210778	-0.018548	1.035500
93.431432	245.025152	2.215782	-0.018584	1.046595
93.732766	252.454260	2.220787	-0.018649	1.057630
94.234624	259.862151	2.225792	-0.018756	1.068636
95.074017	267.232136	2.230797	-0.018934	1.079670
96.160165	274.702889	2.235802	-0.019164	1.090873
97.549464	281.995725	2.240806	-0.019458	1.101885
99.708238	289.454316	2.245811	-0.019913	1.113444
102.355619	296.834338	2.250816	-0.020472	1.125045
105.213778	304.161077	2.255821	-0.021075	1.136568
106.603832	311.874473	2.260826	-0.021369	1.147701
108.231817	319.275508	2.265830	-0.021713	1.158439
113.262509	326.219499	2.270835	-0.022772	1.170274
114.730543	334.218536	2.275840	-0.023083	1.181499
114.986341	341.696426	2.280845	-0.023138	1.191318
117.796840	348.794834	2.285850	-0.023731	1.201882
119.154787	356.491049	2.290854	-0.024018	1.212372
123.815495	363.444936	2.295859	-0.025000	1.223502
125.163678	371.402645	2.300864	-0.025285	1.234127
125.621622	378.824380	2.305869	-0.025383	1.243558
126.259708	386.240096	2.310874	-0.025519	1.253000
128.124708	393.536044	2.315878	-0.025913	1.262822
129.136090	401.056678	2.320883	-0.026127	1.272426
131.407665	408.374564	2.325888	-0.026606	1.282318
133.693758	415.749422	2.330893	-0.027089	1.292209
135.257432	423.354280	2.335898	-0.027419	1.301954
136.448486	430.727330	2.340902	-0.027671	1.311180
137.736047	438.200361	2.345907	-0.027944	1.320503
139.527391	445.566501	2.350912	-0.028322	1.329868
139.968697	453.101957	2.355917	-0.028416	1.338744
141.223329	460.360291	2.360922	-0.028682	1.347614
143.380240	467.877298	2.365926	-0.029137	1.357126
144.247204	475.334392	2.370931	-0.029321	1.365926
144.877971	482.791569	2.375936	-0.029455	1.374564
145.143468	490.237256	2.380941	-0.029513	1.382974
147.314009	497.426548	2.385946	-0.029971	1.391886
149.065640	505.022514	2.390950	-0.030341	1.401004
150.262402	512.342930	2.395955	-0.030594	1.409521
153.406710	519.694770	2.400960	-0.031257	1.418858
154.884903	527.260529	2.405965	-0.031569	1.427652
156.075924	534.693300	2.410970	-0.031821	1.436127
157.750011	542.070635	2.415974	-0.032175	1.444697
158.610725	549.518043	2.420979	-0.032358	1.452949
160.299240	556.961970	2.425984	-0.032714	1.461495
160.824701	564.441993	2.430989	-0.032826	1.469548
161.022220	571.875389	2.435994	-0.032870	1.477373
161.550949	579.247877	2.440998	-0.032982	1.485229
164.058946	586.475895	2.446003	-0.033511	1.493700
166.056135	593.980876	2.451008	-0.033933	1.502198
167.763960	601.488444	2.456013	-0.034294	1.510534
168.420585	608.914382	2.461018	-0.034433	1.518322
169.440070	616.336652	2.466022	-0.034649	1.526211
170.443912	623.739703	2.471027	-0.034862	1.534033
171.947002	631.125122	2.476032	-0.035180	1.541993
172.627700	638.616279	2.481037	-0.035324	1.549696
173.194795	646.017922	2.486042	-0.035445	1.557228
176.412149	653.209270	2.491046	-0.036124	1.565539
178.208747	660.831222	2.496051	-0.036503	1.573681
178.720935	668.311295	2.501056	-0.036612	1.581153
178.887180	675.742269	2.506061	-0.036649	1.588411
179.142046	683.127546	2.511066	-0.036704	1.595625
179.810357	690.552546	2.516070	-0.036846	1.603000
182.290606	697.714428	2.521075	-0.037369	1.610767
184.451032	705.350491	2.526080	-0.037825	1.618827
184.989727	712.800046	2.531085	-0.037940	1.626070
185.383809	720.220493	2.536090	-0.038024	1.633201
186.320488	727.569794	2.541094	-0.038223	1.640433
188.773668	734.866860	2.546099	-0.038741	1.648137
190.814605	742.423805	2.551104	-0.039171	1.655895
191.032089	749.914873	2.556109	-0.039219	1.662898
191.320355	757.286625	2.561114	-0.039281	1.669787
192.664355	764.641779	2.566118	-0.039565	1.677010
193.733191	772.086596	2.571123	-0.039791	1.684186
194.654700	779.529747	2.576128	-0.039987	1.691277
195.390278	786.934385	2.581133	-0.040143	1.698238
196.600479	794.336529	2.586138	-0.040399	1.705334
196.970750	801.817581	2.591142	-0.040478	1.712178
197.554262	809.181182	2.596147	-0.040603	1.718964
201.250252	816.380144	2.601152	-0.041382	1.726653
202.643304	824.037069	2.606157	-0.041676	1.733920
203.383790	831.424646	2.611162	-0.041834	1.740695
204.379755	838.858235	2.616166	-0.042045	1.747571
204.930913	846.269371	2.621171	-0.042162	1.754249
205.309768	853.696568	2.626176	-0.042243	1.760857
205.948761	861.097665	2.631181	-0.042379	1.767505
206.686608	868.505190	2.636186	-0.042536	1.774167
207.694730	875.905309	2.641190	-0.042749	1.780887
208.551181	883.325070	2.646195	-0.042931	1.787549
210.717242	890.690833	2.651200	-0.043388	1.794573
211.315340	898.185334	2.656205	-0.043516	1.801161
211.896808	905.588914	2.661210	-0.043639	1.807643
212.448226	913.019915	2.666214	-0.043757	1.814115
213.018289	920.397084	2.671219	-0.043878	1.820524
214.842693	927.740346	2.676224	-0.044264	1.827289
216.132326	935.241347	2.681229	-0.044536	1.833987
216.800400	942.658211	2.686234	-0.044678	1.840391
217.990124	950.016829	2.691238	-0.044930	1.846891
219.019105	957.473949	2.696243	-0.045148	1.853399
220.119707	964.879577	2.701248	-0.045381	1.859863
221.224778	972.291396	2.706253	-0.045615	1.866311
221.933392	979.744213	2.711258	-0.045766	1.872645
222.625568	987.124552	2.716262	-0.045913	1.878894
223.985835	994.513588	2.721267	-0.046200	1.885337
224.445448	1001.984304	2.726272	-0.046299	1.891544
224.893546	1009.374194	2.731277	-0.046394	1.897661
225.601505	1016.808861	2.736282	-0.046545	1.903875
226.506569	1024.184934	2.741286	-0.046737	1.910083
227.581105	1031.596981	2.746291	-0.046964	1.916351
228.761220	1038.991237	2.751296	-0.047214	1.922616
230.572754	1046.361813	2.756301	-0.047597	1.929034
232.340920	1053.844223	2.761306	-0.047970	1.935505
233.007683	1061.274493	2.766310	-0.048112	1.941580
233.936383	1068.664726	2.771315	-0.048309	1.947684
234.728375	1076.113025	2.776320	-0.048477	1.953772
235.159586	1083.535335	2.781325	-0.048569	1.959714
235.509155	1090.941766	2.786330	-0.048644	1.965600
235.870414	1098.343377	2.791334	-0.048721	1.971469
236.334494	1105.748873	2.796339	-0.048821	1.977353
237.441115	1113.115518	2.801344	-0.049055	1.983380
239.680650	1120.505369	2.806349	-0.049528	1.989738
240.739652	1127.991195	2.811354	-0.049752	1.995804
241.204246	1135.392706	2.816358	-0.049851	2.001613
242.028367	1142.797664	2.821363	-0.050026	2.007513
242.907049	1150.221077	2.826368	-0.050212	2.013424
244.529930	1157.588090	2.831373	-0.050555	2.019490
245.092226	1165.062493	2.836378	-0.050675	2.025314
245.757295	1172.447104	2.841382	-0.050816	2.031083
246.376684	1179.885368	2.846387	-0.050948	2.036862
246.848470	1187.306406	2.851392	-0.051049	2.042570
247.258268	1194.693732	2.856397	-0.051136	2.048219
249.115259	1202.049540	2.861402	-0.051529	2.054238
250.313578	1209.513283	2.866406	-0.051782	2.060134
250.884545	1216.939677	2.871411	-0.051904	2.065808
251.515913	1224.337184	2.876416	-0.052038	2.071463
252.301944	1231.739134	2.881421	-0.052205	2.077148
252.684655	1239.207122	2.886426	-0.052287	2.082754
253.052250	1246.577404	2.891430	-0.052366	2.088269
254.778464	1253.922717	2.896435	-0.052730	2.094127
256.228032	1261.392899	2.901440	-0.053037	2.099982
257.384195	1268.788470	2.906445	-0.053282	2.105687
257.932033	1276.254028	2.911450	-0.053398	2.111259
258.228241	1283.648408	2.916454	-0.053462	2.116697
258.389881	1291.069278	2.921459	-0.053498	2.122103
258.772136	1298.456678	2.926464	-0.053579	2.127531
259.189124	1305.890809	2.931469	-0.053669	2.132988
261.415430	1313.171537	2.936474	-0.054139	2.138809
263.499586	1320.701524	2.941478	-0.054579	2.144754
264.480766	1328.078770	2.946483	-0.054786	2.150277
265.169203	1335.513454	2.951488	-0.054933	2.155749
265.622642	1342.943266	2.956493	-0.055030	2.161140
265.803803	1350.365775	2.961498	-0.055069	2.166440
266.196755	1357.767671	2.966502	-0.055153	2.171769
267.422591	1365.111316	2.971507	-0.055413	2.177264
268.332353	1372.595525	2.976512	-0.055606	2.182760
269.270134	1379.968597	2.981517	-0.055804	2.188172
269.908795	1387.401255	2.986522	-0.055940	2.193533
270.411519	1394.813504	2.991526	-0.056047	2.198831
270.749199	1402.238435	2.996531	-0.056120	2.204083
271.147492	1409.631334	3.001536	-0.056205	2.209315
271.917743	1417.048980	3.006541	-0.056369	2.214648
272.602849	1424.451686	3.011546	-0.056514	2.219936
273.415544	1431.852682	3.016550	-0.056687	2.225243
275.609292	1439.214381	3.021555	-0.057150	2.230864
276.603566	1446.670033	3.026560	-0.057360	2.236228
277.885262	1454.080578	3.031565	-0.057632	2.241621
278.546824	1461.519640	3.036570	-0.057772	2.246863
279.190387	1468.917694	3.041574	-0.057909	2.252060
279.734092	1476.339304	3.046579	-0.058025	2.257236
280.944071	1483.706997	3.051584	-0.058281	2.262532
282.408775	1491.132345	3.056589	-0.058591	2.267917
283.332258	1498.571749	3.061594	-0.058786	2.273163
284.024523	1505.954888	3.066598	-0.058934	2.278302
284.825060	1513.390291	3.071603	-0.059103	2.283490
286.189514	1520.764829	3.076608	-0.059392	2.288766
286.890268	1528.218249	3.081613	-0.059541	2.293918
287.296034	1535.628494	3.086618	-0.059628	2.298956
287.616987	1543.039935	3.091622	-0.059697	2.303964
287.989225	1550.428137	3.096627	-0.059777	2.308957
288.284128	1557.878896	3.101632	-0.059840	2.313962
288.514005	1565.272052	3.106637	-0.059890	2.318902
289.265970	1572.656980	3.111642	-0.060050	2.323954
290.501699	1580.033819	3.116646	-0.060311	2.329107
291.713111	1587.503197	3.121651	-0.060567	2.334302
