Tue Oct 04 11:04:00 2016

Number of Points = 2691
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-11.593787	-1.509588	0.890854	-0.001077	0.482134
-11.586590	-1.515075	0.895859	-0.001079	0.482132
-11.681820	-1.477641	0.900864	-0.001060	0.482133
-11.734554	-1.513548	0.905869	-0.001050	0.481955
-11.867790	-1.502996	0.910874	-0.001023	0.481820
-12.013817	-1.444857	0.915878	-0.000993	0.481820
-12.056733	-1.483882	0.920883	-0.000985	0.481645
-12.190245	-1.478494	0.925888	-0.000958	0.481493
-12.066445	-1.557627	0.930893	-0.000985	0.481409
-12.515709	-1.441880	0.935898	-0.000892	0.481195
-12.473757	-1.460128	0.940902	-0.000901	0.481198
-12.462669	-1.465933	0.945907	-0.000905	0.481200
-12.731832	-1.458892	0.950912	-0.000849	0.480875
-12.683380	-1.483745	0.955917	-0.000860	0.480865
-12.787136	-1.491803	0.960922	-0.000839	0.480709
-13.169765	-1.386270	0.965926	-0.000760	0.480549
-12.893189	-1.500506	0.970931	-0.000819	0.480553
-13.014312	-1.513860	0.975936	-0.000795	0.480357
-13.327627	-1.425883	0.980941	-0.000730	0.480233
-13.368653	-1.412109	0.985946	-0.000722	0.480229
-13.459422	-1.460793	0.990950	-0.000704	0.479959
-13.333909	-1.521522	0.995955	-0.000731	0.479936
-13.692276	-1.414363	1.000960	-0.000657	0.479814

-13.492910	-1.463156	1.010957	-0.000701	0.479932
-13.609399	-1.414219	1.020954	-0.000678	0.479948
-13.319272	-1.448048	1.030950	-0.000741	0.480234
-13.184910	-1.424381	1.040947	-0.000772	0.480499
-12.946723	-1.460439	1.050944	-0.000824	0.480710
-12.829146	-1.424927	1.060941	-0.000850	0.480991
-12.610394	-1.423873	1.070938	-0.000898	0.481294
-12.376011	-1.459627	1.080934	-0.000950	0.481500
-12.221770	-1.416590	1.090931	-0.000984	0.481852
-11.837117	-1.490592	1.100928	-0.001067	0.482133
-11.719345	-1.482339	1.110925	-0.001094	0.482326
-11.605055	-1.484013	1.120922	-0.001120	0.482483
-11.331282	-1.524530	1.130918	-0.001179	0.482725
-11.187226	-1.505547	1.140915	-0.001211	0.482986
-10.930954	-1.527482	1.150912	-0.001267	0.483264
-10.820562	-1.496776	1.160909	-0.001293	0.483519
-10.622259	-1.482951	1.170906	-0.001336	0.483835
-10.364628	-1.513957	1.180902	-0.001392	0.484085
-10.243551	-1.459538	1.190899	-0.001420	0.484428
-10.050787	-1.441540	1.200896	-0.001462	0.484749
-9.783506	-1.449439	1.210893	-0.001521	0.485085
-9.628870	-1.427032	1.220890	-0.001555	0.485370
-9.429480	-1.420020	1.230886	-0.001599	0.485664
-9.195022	-1.404903	1.240883	-0.001650	0.486030
-9.063777	-1.364226	1.250880	-0.001680	0.486342
-8.839964	-1.346464	1.260877	-0.001729	0.486701
-8.564070	-1.362384	1.270874	-0.001789	0.487021
-8.414510	-1.339223	1.280870	-0.001822	0.487301
-8.155129	-1.362507	1.290867	-0.001879	0.487576
-7.970556	-1.352224	1.300864	-0.001920	0.487860
-7.733999	-1.357997	1.310861	-0.001971	0.488161
-7.581000	-1.341329	1.320858	-0.002006	0.488423
-7.356911	-1.356820	1.330854	-0.002055	0.488677
-7.200566	-1.331080	1.340851	-0.002090	0.488972
-6.957847	-1.350605	1.350848	-0.002143	0.489237
-6.886948	-1.280777	1.360845	-0.002160	0.489560
-6.566095	-1.303393	1.370842	-0.002229	0.489916
-6.417675	-1.284068	1.380838	-0.002262	0.490180
-6.276779	-1.232056	1.390835	-0.002294	0.490537
-5.962171	-1.251791	1.400832	-0.002362	0.490893
-5.758284	-1.279752	1.410829	-0.002407	0.491080
-5.657242	-1.200978	1.420826	-0.002430	0.491469
-5.398652	-1.207610	1.430822	-0.002486	0.491793
-5.257247	-1.160972	1.440819	-0.002518	0.492133
-4.993099	-1.152902	1.450816	-0.002576	0.492509
-4.760041	-1.171755	1.460813	-0.002627	0.492762
-4.606956	-1.151723	1.470810	-0.002661	0.493033
-4.425660	-1.141875	1.480806	-0.002701	0.493308
-4.213977	-1.114526	1.490803	-0.002748	0.493677
-3.990203	-1.109309	1.500800	-0.002797	0.493991
-3.793749	-1.100069	1.510797	-0.002840	0.494284
-3.578981	-1.092584	1.520794	-0.002887	0.494594
-3.394188	-1.057095	1.530790	-0.002928	0.494952
-3.145968	-1.068675	1.540787	-0.002982	0.495245
-3.002226	-1.037574	1.550784	-0.003014	0.495537
-2.845637	-1.001693	1.560781	-0.003049	0.495860
-2.726474	-0.927162	1.570778	-0.003076	0.496256
-2.414507	-0.937236	1.580774	-0.003144	0.496634
-2.236537	-0.894505	1.590771	-0.003183	0.497005
-2.032906	-0.876163	1.600768	-0.003228	0.497332
-1.829831	-0.846474	1.610765	-0.003273	0.497694
-1.483424	-0.905188	1.620762	-0.003348	0.497965
-1.426399	-0.841337	1.630758	-0.003362	0.498246
-1.231847	-0.795773	1.640755	-0.003404	0.498646
-1.089837	-0.751118	1.650752	-0.003436	0.498975
-0.794118	-0.754285	1.660749	-0.003501	0.499352
-0.662363	-0.701667	1.670746	-0.003530	0.499693
-0.464063	-0.651096	1.680742	-0.003574	0.500111
-0.231233	-0.628224	1.690739	-0.003625	0.500488
-0.143725	-0.556130	1.700736	-0.003645	0.500832
0.000000	-0.453906	1.710733	-0.003678	0.501339
0.214747	-0.393504	1.720730	-0.003725	0.501807
0.509600	-0.357525	1.730726	-0.003789	0.502301
0.679224	-0.299847	1.740723	-0.003826	0.502703
0.811403	-0.213031	1.750720	-0.003856	0.503147
1.041191	-0.157189	1.760717	-0.003906	0.503618
1.205286	-0.067198	1.770714	-0.003943	0.504110
1.344612	0.038319	1.780710	-0.003974	0.504619
1.659336	0.091277	1.790707	-0.004042	0.505186
1.773865	0.185829	1.800704	-0.004069	0.505629
1.918014	0.306606	1.810701	-0.004101	0.506189
2.113333	0.410079	1.820698	-0.004144	0.506759
2.129366	0.619624	1.830694	-0.004149	0.507427
2.280430	0.799684	1.840691	-0.004183	0.508173
2.479922	0.979134	1.850688	-0.004227	0.508976
2.570541	1.200088	1.860685	-0.004248	0.509768
2.731760	1.427890	1.870682	-0.004284	0.510667
2.796633	1.708242	1.880678	-0.004300	0.511603
2.980514	1.974522	1.890675	-0.004340	0.512643
3.092766	2.274647	1.900672	-0.004366	0.513693
3.141178	2.995739	1.910669	-0.004378	0.515921

3.148687	2.690040	1.915674	-0.004381	0.515023
3.199622	2.592474	1.920678	-0.004393	0.514799
3.178029	2.568464	1.925683	-0.004389	0.514706
3.075445	2.580231	1.930688	-0.004368	0.514621
3.163426	2.535914	1.935693	-0.004388	0.514603
3.205075	2.560773	1.940698	-0.004398	0.514734
3.166215	2.560939	1.945702	-0.004390	0.514692
3.133425	2.556436	1.950707	-0.004385	0.514644
3.209358	2.552187	1.955712	-0.004402	0.514731
3.150312	2.551939	1.960717	-0.004390	0.514663
3.163570	2.578464	1.965722	-0.004394	0.514765
