Tue Oct 04 11:09:39 2016

Number of Points = 2705
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.419558	2.124149	0.000000	0.000892	0.481461

0.518892	2.094703	0.005005	0.000871	0.481498
0.468552	2.115340	0.010010	0.000882	0.481498
0.481290	2.017971	0.015014	0.000879	0.481203
0.385171	2.047210	0.020019	0.000899	0.481170
0.439182	1.928630	0.025024	0.000888	0.480862
0.459226	1.856633	0.030029	0.000884	0.480657
0.482631	1.751041	0.035034	0.000879	0.480350
0.503839	1.639812	0.040038	0.000874	0.480021
0.389588	1.561063	0.045043	0.000898	0.479618
0.279473	1.483330	0.050048	0.000921	0.479223
0.303182	1.353826	0.055053	0.000916	0.478838
0.255450	1.251860	0.060058	0.000926	0.478446
0.222988	1.106726	0.065062	0.000933	0.477936
0.108726	1.029449	0.070067	0.000957	0.477536
0.163708	0.836633	0.075072	0.000946	0.476986
0.040341	0.728285	0.080077	0.000972	0.476472
0.019197	0.579134	0.085082	0.000976	0.475962
0.036263	0.389270	0.090086	0.000973	0.475370
-0.028933	0.224729	0.095091	0.000986	0.474749
-0.158867	0.082168	0.100096	0.001014	0.474113
-0.213699	-0.075449	0.105101	0.001025	0.473527
-0.265769	-0.249440	0.110106	0.001036	0.472891
-0.408082	-0.366279	0.115110	0.001066	0.472320
-0.541377	-0.506679	0.120115	0.001094	0.471683
-1.046184	-0.477943	0.125120	0.001200	0.471099
-1.356922	-0.463046	0.130125	0.001266	0.470731
-1.585436	-0.479536	0.135130	0.001314	0.470369
-1.709708	-0.501608	0.140134	0.001340	0.470130
-2.109779	-0.400269	0.145139	0.001424	0.469924
-2.330541	-0.409987	0.150144	0.001470	0.469594
-2.136076	-0.525214	0.155149	0.001429	0.469479
-2.390540	-0.481353	0.160154	0.001483	0.469280
-2.603472	-0.462866	0.165158	0.001528	0.469053
-2.642641	-0.475461	0.170163	0.001536	0.468959
-2.716614	-0.493545	0.175168	0.001551	0.468800
-2.837626	-0.484609	0.180173	0.001577	0.468666
-3.044247	-0.481470	0.185178	0.001620	0.468398
-2.975228	-0.528435	0.190182	0.001606	0.468337
-3.202156	-0.490804	0.195187	0.001653	0.468154
-3.441095	-0.430273	0.200192	0.001704	0.468030
-3.465339	-0.421691	0.205197	0.001709	0.468026
-3.513926	-0.467959	0.210202	0.001719	0.467808
-3.602374	-0.460766	0.215206	0.001738	0.467712
-3.795675	-0.428846	0.220211	0.001778	0.467556
-3.972500	-0.398067	0.225216	0.001815	0.467418
