Tue Oct 04 12:01:24 2016

Number of Points = 2703
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-2.954077	-0.058152	0.185178	0.003531	0.457392
-3.010769	-0.034143	0.190182	0.003543	0.457393
-3.193246	-0.052114	0.195187	0.003581	0.457078
-3.144372	-0.077497	0.200192	0.003571	0.457059
-3.180696	-0.117668	0.205197	0.003579	0.456871
-3.206077	-0.144794	0.210202	0.003585	0.456743
-3.453458	-0.128047	0.215206	0.003637	0.456455
-3.502094	-0.118269	0.220211	0.003647	0.456419
-3.711152	-0.112298	0.225216	0.003692	0.456148
-3.755888	-0.101655	0.230221	0.003701	0.456120
-3.898325	-0.112630	0.235226	0.003731	0.455884
-4.003924	-0.098600	0.240230	0.003754	0.455783
-4.094664	-0.061732	0.245235	0.003773	0.455780
-4.302363	-0.064612	0.250240	0.003817	0.455480
-4.008357	-0.191300	0.255245	0.003755	0.455459
-4.555594	-0.054498	0.260250	0.003871	0.455159
-4.400002	-0.117428	0.265254	0.003838	0.455161
-4.564273	-0.113615	0.270259	0.003873	0.454944
-4.673771	-0.093049	0.275264	0.003896	0.454860
-4.712429	-0.129033	0.280269	0.003905	0.454682
-4.930509	-0.085678	0.285274	0.003951	0.454524
-4.969226	-0.107771	0.290278	0.003959	0.454394
-5.072667	-0.117840	0.295283	0.003981	0.454214
-5.037195	-0.164068	0.300288	0.003974	0.454105
-5.289549	-0.123565	0.305293	0.004027	0.453889
-5.304456	-0.138810	0.310298	0.004031	0.453815
-5.495928	-0.126522	0.315302	0.004071	0.453588
-5.444768	-0.167395	0.320307	0.004061	0.453519
-5.848104	-0.077128	0.325312	0.004146	0.453261
-5.713877	-0.131330	0.330317	0.004118	0.453262
-5.854227	-0.154530	0.335322	0.004147	0.452986
-5.922951	-0.134350	0.340326	0.004162	0.452957
-6.158655	-0.122071	0.345331	0.004212	0.452667
-6.117384	-0.146935	0.350336	0.004203	0.452639
-6.319407	-0.095369	0.355341	0.004246	0.452530
-6.483590	-0.066068	0.360346	0.004281	0.452399
-6.340997	-0.177000	0.365350	0.004251	0.452219
-6.542887	-0.141504	0.370355	0.004294	0.452056
-6.669199	-0.106705	0.375360	0.004321	0.451996
-7.072289	-0.014687	0.380365	0.004406	0.451743
-6.872893	-0.095923	0.385370	0.004364	0.451744
-6.925574	-0.107490	0.390374	0.004375	0.451629
-7.274178	-0.023996	0.395379	0.004449	0.451424
-7.084925	-0.101853	0.400384	0.004409	0.451422
-7.341650	-0.078313	0.405389	0.004464	0.451140
-7.290665	-0.103624	0.410394	0.004453	0.451124
-7.490343	-0.104920	0.415398	0.004495	0.450838
-7.480574	-0.121632	0.420403	0.004493	0.450793
-7.646448	-0.135982	0.425408	0.004529	0.450509
-7.762814	-0.094820	0.430413	0.004553	0.450485
-7.923232	-0.104720	0.435418	0.004587	0.450224
-7.829039	-0.159618	0.440422	0.004568	0.450167
-8.154688	-0.110539	0.445427	0.004636	0.449875
-8.188121	-0.099859	0.450432	0.004644	0.449863
-8.292757	-0.117961	0.455437	0.004666	0.449652
-8.530482	-0.055013	0.460442	0.004716	0.449531
-8.498148	-0.066167	0.465446	0.004710	0.449537
-8.699085	-0.069820	0.470451	0.004752	0.449240
-8.708834	-0.072017	0.475456	0.004754	0.449217
-8.743932	-0.114559	0.480461	0.004762	0.449020
-8.747930	-0.148358	0.485466	0.004763	0.448897
-8.926809	-0.128423	0.490470	0.004801	0.448711
-9.144185	-0.069900	0.495475	0.004847	0.448604
-9.192114	-0.071318	0.500480	0.004857	0.448530
-9.249359	-0.120956	0.505485	0.004869	0.448277
-9.301360	-0.153833	0.510490	0.004881	0.448089
-9.528936	-0.093149	0.515494	0.004929	0.447974
-9.538780	-0.120925	0.520499	0.004931	0.447863
-9.688613	-0.119168	0.525504	0.004963	0.447656
-9.774914	-0.120280	0.530509	0.004981	0.447528
-9.956934	-0.091446	0.535514	0.005020	0.447368
-9.942207	-0.116991	0.540518	0.005017	0.447300
-10.243962	-0.070479	0.545523	0.005080	0.447031
-10.115367	-0.123715	0.550528	0.005054	0.447028
-10.358592	-0.100880	0.555533	0.005105	0.446761
-10.475974	-0.066927	0.560538	0.005130	0.446710
-10.504397	-0.061130	0.565542	0.005136	0.446688
-10.687299	-0.071490	0.570547	0.005175	0.446391
-10.706691	-0.063557	0.575552	0.005179	0.446390
-10.840802	-0.040555	0.580557	0.005208	0.446277
-10.919956	-0.060232	0.585562	0.005224	0.446095
-10.999885	-0.051459	0.590566	0.005241	0.446011
-11.323126	0.010250	0.595571	0.005310	0.445763
-11.117104	-0.074172	0.600576	0.005267	0.445762
-11.296407	-0.062238	0.605581	0.005305	0.445547
-11.391044	-0.049894	0.610586	0.005325	0.445454
-11.411443	-0.102387	0.615590	0.005329	0.445242
-11.527978	-0.084066	0.620595	0.005354	0.445138
-11.828445	-0.032441	0.625600	0.005417	0.444887
-11.871242	-0.028153	0.630605	0.005427	0.444840
-11.648723	-0.159401	0.635610	0.005380	0.444700
-12.012478	-0.066483	0.640614	0.005457	0.444503
-12.165589	-0.065878	0.645619	0.005489	0.444285
-12.233755	-0.065065	0.650624	0.005504	0.444189
-12.264060	-0.064877	0.655629	0.005510	0.444145
-12.463432	-0.061578	0.660634	0.005553	0.443870
-12.299472	-0.157329	0.665638	0.005518	0.443770
-12.596047	-0.093582	0.670643	0.005581	0.443567
-12.724061	-0.063446	0.675648	0.005608	0.443487
-12.813480	-0.096029	0.680653	0.005627	0.443244
-12.754856	-0.147697	0.685658	0.005615	0.443147
-13.026768	-0.095751	0.690662	0.005672	0.442937
-13.126125	-0.069659	0.695667	0.005694	0.442884
-13.397003	-0.032823	0.700672	0.005751	0.442623
-13.288776	-0.076596	0.705677	0.005728	0.442624
-13.272564	-0.118847	0.710682	0.005725	0.442499
-13.458633	-0.079868	0.715686	0.005764	0.442367
-13.704315	-0.061601	0.720691	0.005816	0.442077
-13.564472	-0.132758	0.725696	0.005787	0.442028
-13.709811	-0.146275	0.730701	0.005818	0.441770
-13.839799	-0.113467	0.735706	0.005846	0.441697
-14.241582	-0.034435	0.740710	0.005930	0.441395
-14.083748	-0.098889	0.745715	0.005897	0.441395
-14.213790	-0.067638	0.750720	0.005925	0.441316
-14.361075	-0.069762	0.755725	0.005956	0.441095
-14.327176	-0.120430	0.760730	0.005949	0.440965
-14.626200	-0.053869	0.765734	0.006012	0.440767
-14.634603	-0.050357	0.770739	0.006014	0.440765
-14.844033	-0.031253	0.775744	0.006059	0.440529
-14.865029	-0.042723	0.780749	0.006063	0.440458
-14.879210	-0.041072	0.785754	0.006066	0.440441
-14.984896	-0.083419	0.790758	0.006089	0.440140
-14.954477	-0.115579	0.795763	0.006083	0.440069
-15.351356	-0.018735	0.800768	0.006166	0.439835
-15.196074	-0.121432	0.805773	0.006134	0.439697
-15.404497	-0.091309	0.810778	0.006178	0.439501
-15.457107	-0.093162	0.815782	0.006189	0.439417
-15.696679	-0.060149	0.820787	0.006240	0.439186
-15.598420	-0.114201	0.825792	0.006220	0.439136
-15.976215	-0.036009	0.830797	0.006299	0.438864
-15.996492	-0.027181	0.835802	0.006304	0.438864
-16.067520	-0.049523	0.840806	0.006319	0.438682
-16.117485	-0.059079	0.845811	0.006330	0.438574
-16.165093	-0.054325	0.850816	0.006340	0.438521
-16.317167	-0.070503	0.855821	0.006372	0.438243
-16.401019	-0.046737	0.860826	0.006390	0.438203
-16.590020	-0.046461	0.865830	0.006430	0.437929
-16.453142	-0.115217	0.870835	0.006401	0.437884
-16.784019	-0.054055	0.875840	0.006471	0.437619
-16.783923	-0.072451	0.880845	0.006471	0.437552
-16.966653	-0.055410	0.885850	0.006510	0.437346
-17.076726	-0.009221	0.890854	0.006533	0.437348
-17.119613	-0.046775	0.895859	0.006543	0.437152
-17.348772	0.007951	0.900864	0.006591	0.437011
-17.390317	0.025044	0.905869	0.006600	0.437010
-17.446505	-0.039388	0.910874	0.006612	0.436699
-17.493219	-0.020092	0.915878	0.006622	0.436698
-17.758452	0.013269	0.920883	0.006678	0.436429
-17.584108	-0.072544	0.925888	0.006642	0.436378
-17.846613	-0.026914	0.930893	0.006697	0.436156
-17.932284	-0.013857	0.935898	0.006716	0.436076
-18.023518	-0.017454	0.940902	0.006735	0.435929
-18.186342	-0.002783	0.945907	0.006769	0.435743
-18.205316	-0.001560	0.950912	0.006774	0.435718
-18.528222	0.051604	0.955917	0.006842	0.435435
-18.280533	-0.048544	0.960922	0.006790	0.435439
-18.583152	-0.007753	0.965926	0.006854	0.435141
-18.529479	-0.036766	0.970931	0.006843	0.435115
-18.673766	-0.050417	0.975936	0.006873	0.434855
-18.728216	-0.045921	0.980941	0.006885	0.434790
-19.157933	0.044568	0.985946	0.006976	0.434483
-19.008078	-0.017625	0.990950	0.006944	0.434479
-19.098301	-0.032804	0.995955	0.006964	0.434292
-19.279079	0.007107	1.000960	0.007002	0.434168

-19.228733	-0.012955	1.010957	0.006992	0.434168
-19.115596	0.020479	1.020954	0.006968	0.434448
-18.930910	-0.045301	1.030950	0.006930	0.434481
-18.879936	0.024628	1.040947	0.006920	0.434800
-18.635729	0.003455	1.050944	0.006869	0.435078
-18.449714	0.011271	1.060941	0.006830	0.435374
-18.226740	-0.019483	1.070938	0.006784	0.435586
-18.066033	0.011251	1.080934	0.006750	0.435926
-17.843420	-0.011927	1.090931	0.006704	0.436164
-17.691802	0.001225	1.100928	0.006672	0.436428
-17.413314	-0.037260	1.110925	0.006614	0.436693
-17.312418	0.012080	1.120922	0.006593	0.437011
-16.975906	-0.030935	1.130918	0.006523	0.437344
-16.768654	-0.058310	1.140915	0.006480	0.437544
-16.608267	-0.075936	1.150912	0.006447	0.437711
-16.434325	-0.060214	1.160909	0.006410	0.438015
-16.272803	-0.060686	1.170906	0.006377	0.438244
-16.128577	-0.016628	1.180902	0.006347	0.438605
-15.882590	-0.026368	1.190899	0.006296	0.438923
-15.596593	-0.067057	1.200896	0.006236	0.439189
-15.385327	-0.070234	1.210893	0.006192	0.439480
-15.277498	-0.051749	1.220890	0.006170	0.439697
-15.074402	-0.029525	1.230886	0.006127	0.440065
-14.879651	-0.035825	1.240883	0.006087	0.440320
-14.628299	-0.036701	1.250880	0.006034	0.440675
-14.449989	-0.043113	1.260877	0.005997	0.440906
-14.282588	-0.012581	1.270874	0.005963	0.441250
-14.015636	-0.042783	1.280870	0.005907	0.441525
-13.845401	-0.041302	1.290867	0.005872	0.441771
-13.680183	-0.019145	1.300864	0.005837	0.442083
-13.402643	-0.049030	1.310861	0.005779	0.442373
-13.229970	-0.048313	1.320858	0.005743	0.442620
-12.971534	-0.074059	1.330854	0.005689	0.442897
-12.848250	-0.057856	1.340851	0.005664	0.443127
-12.545643	-0.092537	1.350848	0.005601	0.443435
-12.489346	-0.053838	1.360845	0.005589	0.443647
-12.208423	-0.077038	1.370842	0.005531	0.443965
-12.116873	-0.027500	1.380838	0.005512	0.444264
-11.717763	-0.125439	1.390835	0.005428	0.444491
-11.619426	-0.072737	1.400832	0.005408	0.444810
-11.339423	-0.105874	1.410829	0.005350	0.445091
-11.254429	-0.089291	1.420826	0.005332	0.445267
-11.028401	-0.071634	1.430822	0.005285	0.445646
-10.983103	0.004125	1.440819	0.005276	0.445970
-10.620544	-0.044525	1.450816	0.005200	0.446313
-10.455288	-0.023074	1.460813	0.005166	0.446619
-10.211833	-0.043336	1.470810	0.005115	0.446891
-10.140838	0.031420	1.480806	0.005101	0.447247
-9.672040	-0.068801	1.490803	0.005002	0.447562
-9.672422	-0.011514	1.500800	0.005003	0.447756
-9.439887	-0.025450	1.510797	0.004954	0.448034
-9.261713	-0.006530	1.520794	0.004917	0.448348
-8.998126	-0.032311	1.530790	0.004862	0.448628
-8.673000	-0.086526	1.540787	0.004794	0.448898
-8.584449	-0.060175	1.550784	0.004776	0.449111
-8.427131	-0.035765	1.560781	0.004744	0.449413
-8.243628	-0.032577	1.570778	0.004705	0.449680
-8.004702	-0.035327	1.580774	0.004656	0.450004
-7.812536	-0.049907	1.590771	0.004616	0.450221
-7.531922	-0.088937	1.600768	0.004557	0.450479
-7.459520	-0.031474	1.610765	0.004542	0.450775
-7.206631	-0.035876	1.620762	0.004490	0.451112
-7.045554	-0.019467	1.630758	0.004456	0.451391
-6.743249	-0.045927	1.640755	0.004393	0.451722
-6.570463	-0.061483	1.650752	0.004357	0.451908
-6.444482	-0.006570	1.660749	0.004331	0.452269
-6.122666	-0.068411	1.670746	0.004264	0.452506
-6.049605	-0.033528	1.680742	0.004249	0.452724
-5.792431	-0.062304	1.690739	0.004195	0.452983
-5.596570	-0.059638	1.700736	0.004154	0.453263
-5.252435	-0.104039	1.710733	0.004082	0.453589
-5.199328	-0.087291	1.720730	0.004072	0.453717
-4.945246	-0.081526	1.730726	0.004019	0.454089
-4.874523	-0.059321	1.740723	0.004004	0.454260
-4.495059	-0.107363	1.750720	0.003925	0.454623
-4.303211	-0.114311	1.760717	0.003885	0.454863
-4.204951	-0.088441	1.770714	0.003865	0.455085
-3.969672	-0.100106	1.780710	0.003816	0.455370
-3.821692	-0.079959	1.790707	0.003785	0.455641
-3.549533	-0.107471	1.800704	0.003728	0.455923
-3.414162	-0.084056	1.810701	0.003700	0.456187
-3.231528	-0.062067	1.820698	0.003662	0.456512
-2.945582	-0.096471	1.830694	0.003602	0.456789
-2.791252	-0.080349	1.840691	0.003570	0.457055
-2.562250	-0.074317	1.850688	0.003523	0.457389
-2.327187	-0.099509	1.860685	0.003474	0.457627
-2.206168	-0.070204	1.870682	0.003449	0.457890
-1.951831	-0.105258	1.880678	0.003396	0.458121
-1.878566	-0.030597	1.890675	0.003381	0.458470
-1.718396	0.003656	1.900672	0.003347	0.458804
-1.429651	0.002906	1.910669	0.003287	0.459197
-1.349261	0.079335	1.920666	0.003271	0.459561
-1.229387	0.171988	1.930662	0.003246	0.460034
-1.145578	0.299604	1.940659	0.003229	0.460573
-0.956031	0.400929	1.950656	0.003189	0.461170
-0.804668	0.523256	1.960653	0.003158	0.461783
-0.801937	0.734736	1.970650	0.003157	0.462489
-0.693946	0.936719	1.980646	0.003135	0.463307
-0.500454	1.127426	1.990643	0.003095	0.464202
-0.446590	1.387044	2.000640	0.003084	0.465133
-0.349637	1.666051	2.010637	0.003064	0.466186
-0.334971	2.018855	2.020634	0.003061	0.467368
0.000000	2.778795	2.030630	0.002991	0.470316

1.051647	7.787116	2.035635	0.002769	0.487817
2.270514	15.278989	2.040640	0.002511	0.512445
3.388434	24.327766	2.045645	0.002274	0.540282
4.420688	33.795798	2.050650	0.002056	0.567795
5.531288	43.360730	2.055654	0.001820	0.594369
6.372556	52.932709	2.060659	0.001642	0.619547
7.120408	62.477760	2.065664	0.001483	0.643583
8.015670	71.885097	2.070669	0.001293	0.666574
8.775517	81.357008	2.075674	0.001131	0.688817
9.565529	90.753000	2.080678	0.000963	0.710226
10.548338	100.068209	2.085683	0.000755	0.731002
12.093261	109.384998	2.090688	0.000428	0.751677
57.853361	110.317916	2.095693	-0.009200	0.790809
66.335858	127.154789	2.100698	-0.010988	0.829361
66.672996	137.768648	2.105702	-0.011060	0.849074
67.002361	147.206237	2.110707	-0.011131	0.866246
67.399250	156.487904	2.115712	-0.011217	0.882861
67.886304	165.789078	2.120717	-0.011321	0.899265
70.472078	174.611686	2.125722	-0.011866	0.916001
73.405988	184.139050	2.130726	-0.012485	0.933831
75.814528	193.233747	2.135731	-0.012994	0.950279
80.710098	202.369496	2.140736	-0.014025	0.968113
83.431634	211.969138	2.145741	-0.014599	0.984971
84.596261	221.408860	2.150746	-0.014846	1.000328
86.811015	230.533442	2.155750	-0.015314	1.015619
89.126674	239.753470	2.160755	-0.015803	1.030884
92.696161	249.016281	2.165760	-0.016555	1.046733
95.394267	258.175737	2.170765	-0.017124	1.061683
100.561447	267.388298	2.175770	-0.018213	1.077922
102.850657	276.908176	2.180774	-0.018697	1.092716
103.805008	286.335925	2.185779	-0.018899	1.106435
105.071968	295.498767	2.190784	-0.019167	1.119795
107.864018	304.648573	2.195789	-0.019756	1.133812
109.464101	313.988943	2.200794	-0.020095	1.147269
113.996192	322.943669	2.205798	-0.021050	1.161618
115.486585	332.537365	2.210803	-0.021365	1.175027
117.733201	341.717643	2.215808	-0.021839	1.188142
118.931234	351.124405	2.220813	-0.022093	1.200864
122.052995	359.995293	2.225818	-0.022751	1.213750
125.056734	369.403988	2.230822	-0.023385	1.227112
127.049302	378.814674	2.235827	-0.023806	1.239830
128.583884	387.932682	2.240832	-0.024130	1.251833
131.271593	397.152432	2.245837	-0.024697	1.264406
134.355589	406.399514	2.250842	-0.025348	1.277077
135.036155	415.855134	2.255846	-0.025493	1.288726
137.236627	424.894321	2.260851	-0.025957	1.300495
138.593082	434.277897	2.265856	-0.026244	1.312166
139.130055	443.571482	2.270861	-0.026359	1.323249
141.788754	452.478066	2.275866	-0.026920	1.334769
145.026952	461.874100	2.280870	-0.027603	1.347010
145.919460	471.248243	2.285875	-0.027792	1.358058
146.611783	480.494208	2.290880	-0.027940	1.368783
148.557489	489.543130	2.295885	-0.028350	1.379761
150.184047	498.965661	2.300890	-0.028694	1.390923
151.880643	507.939867	2.305894	-0.029053	1.401534
155.121611	517.299365	2.310899	-0.029736	1.413151
156.207301	526.657043	2.315904	-0.029966	1.423747
156.737902	535.885050	2.320909	-0.030080	1.433890
157.961923	544.999779	2.325914	-0.030339	1.444133
160.130393	554.266953	2.330918	-0.030797	1.454859
160.933244	563.593410	2.335923	-0.030967	1.465001
163.421852	572.554141	2.340928	-0.031492	1.475386
167.165138	581.825553	2.345933	-0.032282	1.486531
169.004926	591.226613	2.350938	-0.032670	1.496953
169.688142	600.503991	2.355942	-0.032816	1.506711
170.679822	609.647825	2.360947	-0.033026	1.516393
173.820983	618.758018	2.365952	-0.033688	1.526833
175.437823	628.123466	2.370957	-0.034030	1.536855
176.668392	637.362593	2.375962	-0.034291	1.546534
177.962808	646.570316	2.380966	-0.034565	1.556147
179.603665	655.741754	2.385971	-0.034912	1.565799
181.340103	665.060492	2.390976	-0.035279	1.575570
182.008119	674.290978	2.395981	-0.035421	1.584789
183.100065	683.506350	2.400986	-0.035652	1.594100
186.947776	692.458680	2.405990	-0.036463	1.604139
188.801132	701.953227	2.410995	-0.036855	1.613886
189.895015	711.178845	2.416000	-0.037087	1.623038
190.771309	720.426567	2.421005	-0.037273	1.632079
193.075188	729.488381	2.426010	-0.037759	1.641418
194.352660	738.876207	2.431014	-0.038029	1.650633
195.372564	748.022997	2.436019	-0.038246	1.659481
197.302481	757.268062	2.441024	-0.038653	1.668698
198.147677	766.547813	2.446029	-0.038833	1.677509
198.802978	775.752083	2.451034	-0.038972	1.686137
199.866709	784.940719	2.456038	-0.039198	1.694851
200.628846	794.219437	2.461043	-0.039360	1.703495
201.358766	803.437807	2.466048	-0.039515	1.712030
202.419193	812.602445	2.471053	-0.039739	1.720588
203.591509	821.830045	2.476058	-0.039988	1.729199
205.003836	831.034234	2.481062	-0.040286	1.737828
206.498512	840.229678	2.486067	-0.040603	1.746435
209.526272	849.428352	2.491072	-0.041241	1.755522
210.537429	858.754038	2.496077	-0.041456	1.763990
210.842848	868.015789	2.501082	-0.041521	1.772126
211.323015	877.201794	2.506086	-0.041624	1.780217
212.206607	886.381415	2.511091	-0.041812	1.788400
213.808750	895.560563	2.516096	-0.042150	1.796783
216.496900	904.767908	2.521101	-0.042717	1.805506
218.080129	914.015340	2.526106	-0.043052	1.813860
219.175046	923.300048	2.531110	-0.043284	1.822047
219.901772	932.524156	2.536115	-0.043439	1.830027
220.631887	941.720710	2.541120	-0.043594	1.837951
221.011114	950.971418	2.546125	-0.043675	1.845772
222.157785	960.104003	2.551130	-0.043918	1.853708
226.123589	969.191249	2.556134	-0.044754	1.862466
227.911231	978.620576	2.561139	-0.045132	1.870775
228.645183	987.803807	2.566144	-0.045288	1.878515
229.359376	997.043276	2.571149	-0.045440	1.886262
230.691032	1006.159284	2.576154	-0.045722	1.894069
233.661166	1015.431600	2.581158	-0.046348	1.902477
234.516635	1024.708673	2.586163	-0.046530	1.910199
235.108103	1033.929859	2.591168	-0.046656	1.917765
235.650028	1043.123142	2.596173	-0.046771	1.925262
237.410222	1052.303969	2.601178	-0.047143	1.933092
238.516226	1061.558566	2.606182	-0.047378	1.940749
239.178073	1070.791966	2.611187	-0.047519	1.948225
239.653328	1080.047079	2.616192	-0.047620	1.955633
240.662848	1089.191921	2.621197	-0.047834	1.963087
241.879077	1098.418751	2.626202	-0.048092	1.970638
243.724819	1107.605166	2.631206	-0.048482	1.978314
244.624486	1116.874180	2.636211	-0.048673	1.985745
245.133738	1126.121867	2.641216	-0.048781	1.993016
245.591837	1135.303366	2.646221	-0.048879	2.000196
248.093824	1144.398624	2.651226	-0.049407	2.007878
250.180641	1153.709358	2.656230	-0.049848	2.015574
250.683721	1162.986901	2.661235	-0.049955	2.022758
251.257679	1172.188471	2.666240	-0.050078	2.029880
252.221543	1181.362812	2.671245	-0.050282	2.037067
253.269389	1190.605040	2.676250	-0.050504	2.044304
254.558970	1199.812966	2.681254	-0.050777	2.051558
256.151626	1208.972341	2.686259	-0.051114	2.058835
257.863515	1218.213430	2.691264	-0.051476	2.066180
258.967208	1227.509897	2.696269	-0.051710	2.073369
259.533055	1236.683416	2.701274	-0.051830	2.080292
260.514912	1245.880176	2.706278	-0.052038	2.087325
262.153116	1255.075132	2.711283	-0.052385	2.094514
263.460852	1264.331621	2.716288	-0.052661	2.101632
263.964664	1273.570420	2.721293	-0.052769	2.108492
264.551710	1282.784174	2.726298	-0.052894	2.115334
265.204871	1291.983273	2.731302	-0.053033	2.122161
266.172120	1301.182135	2.736307	-0.053238	2.129051
266.964642	1310.434960	2.741312	-0.053407	2.135910
267.683026	1319.630376	2.746317	-0.053559	2.142686
268.448546	1328.824340	2.751322	-0.053722	2.149452
269.561812	1338.050294	2.756326	-0.053958	2.156312
270.273682	1347.293886	2.761331	-0.054109	2.163055
271.944359	1356.424751	2.766336	-0.054463	2.169952
273.572849	1365.692527	2.771341	-0.054807	2.176912
274.244611	1374.933347	2.776346	-0.054950	2.183578
274.624761	1384.165027	2.781350	-0.055031	2.190141
274.846577	1393.375956	2.786355	-0.055080	2.196629
275.339584	1402.565917	2.791360	-0.055185	2.203153
276.422192	1411.774320	2.796365	-0.055414	2.209824
277.578622	1420.982418	2.801370	-0.055659	2.216493
278.641857	1430.157249	2.806374	-0.055885	2.223095
282.374032	1439.360163	2.811379	-0.056671	2.230380
283.601701	1448.626144	2.816384	-0.056931	2.237044
285.102440	1457.821432	2.821389	-0.057249	2.243710
286.035098	1467.093041	2.826394	-0.057447	2.250262
286.757089	1476.273942	2.831398	-0.057600	2.256681
288.402584	1485.457844	2.836403	-0.057948	2.263316
289.750818	1494.720569	2.841408	-0.058233	2.269909
290.654047	1503.925708	2.846413	-0.058425	2.276333
291.257679	1513.155043	2.851418	-0.058553	2.282681
291.789613	1522.371077	2.856422	-0.058667	2.288983
292.324145	1531.584954	2.861427	-0.058781	2.295268
293.087697	1540.752351	2.866432	-0.058943	2.301560
294.265956	1549.996296	2.871437	-0.059193	2.307988
295.567580	1559.219719	2.876442	-0.059468	2.314415
296.733900	1568.388986	2.881446	-0.059715	2.320755
297.896715	1577.635971	2.886451	-0.059962	2.327127
298.774234	1586.863212	2.891456	-0.060148	2.333399
299.443005	1596.080600	2.896461	-0.060290	2.339597
300.192012	1605.280361	2.901466	-0.060449	2.345787
301.677324	1614.460908	2.906470	-0.060763	2.352124
302.849279	1623.726989	2.911475	-0.061012	2.358424
303.682176	1632.920215	2.916480	-0.061188	2.364580
304.360905	1642.149682	2.921485	-0.061333	2.370705
305.032492	1651.355207	2.926490	-0.061476	2.376798
305.451138	1660.577498	2.931494	-0.061565	2.382826
306.578229	1669.770585	2.936499	-0.061804	2.388986
308.370199	1678.987305	2.941504	-0.062183	2.395302
309.196832	1688.209404	2.946509	-0.062358	2.401378
309.685976	1697.414343	2.951514	-0.062463	2.407349
310.217811	1706.661132	2.956518	-0.062576	2.413341
310.889728	1715.836828	2.961523	-0.062719	2.419306
311.859339	1725.063376	2.966528	-0.062925	2.425357
312.725246	1734.286037	2.971533	-0.063109	2.431366
313.286009	1743.490915	2.976538	-0.063228	2.437279
315.107335	1752.679269	2.981542	-0.063613	2.443456
316.457422	1761.895422	2.986547	-0.063899	2.449526
317.310565	1771.155420	2.991552	-0.064080	2.455496
317.936404	1780.340710	2.996557	-0.064213	2.461352
318.389825	1789.565783	3.001562	-0.064310	2.467180
318.766158	1798.788374	3.006566	-0.064391	2.472976
319.157843	1807.982471	3.011571	-0.064475	2.478743
319.923727	1817.184468	3.016576	-0.064638	2.484586
321.517064	1826.407481	3.021581	-0.064975	2.490613
323.087163	1835.589295	3.026586	-0.065307	2.496594
324.858324	1844.817973	3.031590	-0.065681	2.502634
326.041084	1854.034860	3.036595	-0.065931	2.508521
326.683431	1863.293237	3.041600	-0.066068	2.514300
327.115169	1872.474186	3.046605	-0.066161	2.519973
327.480874	1881.706240	3.051610	-0.066239	2.525649
327.919804	1890.906387	3.056614	-0.066333	2.531309
328.833015	1900.098936	3.061619	-0.066527	2.537055
330.301784	1909.317316	3.066624	-0.066837	2.542924
331.378128	1918.554312	3.071629	-0.067066	2.548705
332.117418	1927.732045	3.076634	-0.067223	2.554365
333.709483	1936.952981	3.081638	-0.067559	2.560221
334.503896	1946.192056	3.086643	-0.067728	2.565903
335.186535	1955.405232	3.091648	-0.067873	2.571533
335.584475	1964.604448	3.096653	-0.067959	2.577082
336.045842	1973.835416	3.101658	-0.068057	2.582650
336.554112	1983.042510	3.106662	-0.068166	2.588202
337.025858	1992.258248	3.111667	-0.068267	2.593740
337.644705	2001.482247	3.116672	-0.068399	2.599302
